sampleid,db_id,program_id,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"USUDMT32221",1,90,"Guilford County","NC","North Carolina","22mar2021","unknown","unknown","unused","DMT",0,0,0,0,0,0,0,0,1,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"04mar2022",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"600811",5421,72,"Buncombe County","NC","North Carolina","26apr2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals; powder",,,1,,1,"","long; hallucinations; weird; stronger","stronger",1,1,,,,1,,,,,"","not overdose related",0,,,0,"03may2024",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"500931",5430,90,"Guilford County","NC","North Carolina","26apr2024","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03may2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"500543",5431,90,"Guilford County","NC","North Carolina","26apr2024","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"light blue; green",1,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03may2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"400674",5511,76,"Wake County","NC","North Carolina","23apr2024","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"10may2024",6,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601606",5542,72,"Wake County","NC","North Carolina","05may2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"purple",1,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",7,7,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601991",5543,72,"Wake County","NC","North Carolina","04may2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","nice; more down","",,,,1,1,,,,,,"","not overdose related",0,,,0,"16may2024",5,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601520",5544,72,"Wake County","NC","North Carolina","09may2024","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"powder",,,1,,,"","weaker; unusual taste","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",3,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601723",5545,72,"Wake County","NC","North Carolina","09may2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"light purple; light blue",1,"powder",,,1,,,"","long; stronger; normal","stronger",,,,,,1,,,,,"","not overdose related",0,,,0,"16may2024",7,3,,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601548",5546,72,"Wake County","NC","North Carolina","06may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"light blue",1,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601819",5547,72,"Wake County","NC","North Carolina","08may2024","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","weird; sedating","",1,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601728",5548,72,"Wake County","NC","North Carolina","03may2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"purple; white",1,"powder",,,1,,,"","long; sedating; stronger","stronger",,,,,,1,,,,,"","not overdose related",0,,,0,"16may2024",9,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601974",5549,72,"Buncombe County","NC","North Carolina","04may2024","unknown","unknown","unused","LSD",0,0,0,0,0,0,0,0,1,"clear",0,"liquid",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"14may2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601536",5550,72,"Buncombe County","NC","North Carolina","01may2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals; powder",,,1,,1,"","weird; more up; unpleasant; stronger; unusual taste","stronger",1,,1,,,,,,,,"","not overdose related",0,,,0,"14may2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601651",5551,72,"Buncombe County","NC","North Carolina","28apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601770",5552,72,"Buncombe County","NC","North Carolina","28apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weird; stronger; unusual taste","stronger",1,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"600839",5553,72,"Buncombe County","NC","North Carolina","30apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker; normal","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601970",5554,72,"Wake County","NC","North Carolina","02may2024","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"brown",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"itchy, hives, bumps","not overdose related",0,,,0,"16may2024",5,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601577",5555,72,"Wake County","NC","North Carolina","02may2024","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",5,4,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601550",5556,72,"Harnett County","NC","North Carolina","02may2024","spatula","spatula","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"green",1,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"16may2024",6,4,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | HARNETT COUNTY",37,85,37085
"601696",5602,34,"Edgecombe County","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"28may2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601883",5603,34,"Edgecombe County","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601834",5604,34,"Edgecombe County","NC","North Carolina","10may2024","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","more down","",,,,1,,,,,,,"","involved in OD",1,,,0,"21may2024",8,8,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601924",5605,34,"Edgecombe County","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601833",5606,34,"Edgecombe County","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",3,2,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601803",5617,34,"","NC","North Carolina","09may2024","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","sedating; stronger; more down","stronger",,,,1,,,,,,,"","not overdose related",0,,,0,"21may2024",11,9,,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | ",,,
"601873",5618,34,"","NC","North Carolina","09may2024","swab","swab","taken","heroin; fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,0,"21may2024",8,7,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | ",,,
"601648",5619,34,"","NC","North Carolina","09may2024","unknown","unknown","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","sedating; stronger; more down","stronger",,,,1,,,,,,,"","unknown",,,,0,"21may2024",9,8,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"NC | ",,,
"601697",5620,34,"Edgecombe County","NC","North Carolina","09may2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"21may2024",11,8,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"NC | EDGECOMBE COUNTY",37,65,37065
"601866",5632,34,"","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ",,,
"601950",5633,34,"","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ",,,
"601748",5634,34,"","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ",,,
"600663",5635,34,"","NC","North Carolina","10may2024","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",2,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ",,,
"600837",5720,153,"Buncombe County","NC","North Carolina","16may2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; clear",0,"crystals; powder; dull",,,1,,1,"dull","weaker; weird; unpleasant","weaker",1,,,,,,,1,,,"no rush at all, no legs, don't even feel high, itchy skin, amplifies skin picking","not overdose related",0,,,0,"23may2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"600995",5721,153,"Buncombe County","NC","North Carolina","01may2024","spatula","spatula","taken","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; shiny",,,1,,,"shiny","","",,,,,,,,,,,"haven't used it yet","unknown",,,,0,"31may2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"600692",5733,76,"Johnston County","NC","North Carolina","22may2024","unknown","unknown","taken","cocaine",0,0,0,1,0,0,1,0,0,"pink; white",1,"sticky; crystals; powder; shiny",,,1,,1,"shiny","","",,,,,,,,,,,"","involved in OD",1,,,0,"23may2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | JOHNSTON COUNTY",37,101,37101
"600399",5734,73,"Durham County","NC","North Carolina","20may2024","pill","pill","taken","fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"fake pill",,1,,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"29may2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | DURHAM COUNTY",37,63,37063
"601860",5735,72,"Wake County","NC","North Carolina","13may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"light purple",1,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"10jun2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WAKE COUNTY",37,183,37183
"601709",5736,72,"Wake County","NC","North Carolina","12may2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"10jun2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WAKE COUNTY",37,183,37183
"601745",5737,72,"Henderson County","NC","North Carolina","15may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"30may2024",5,4,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | HENDERSON COUNTY",37,89,37089
"601574",5738,72,"Buncombe County","NC","North Carolina","08may2024","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","nice; weird; unpleasant; unusual taste; more down","",1,,,1,1,,,,,,"dirty","not overdose related",0,,,0,"23may2024",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601671",5739,72,"Buncombe County","NC","North Carolina","06aug2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weird; sedating; stronger","stronger",1,,,,,,,,,,"smells like cat piss","not overdose related",0,,,0,"30may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601822",5740,72,"Buncombe County","NC","North Carolina","08may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker; long; normal","weaker",,,,,,1,,,,,"","not overdose related",0,,,0,"30may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"601959",5741,72,"Buncombe County","NC","North Carolina","08may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","nice; sedating","",,,,,1,,,,,,"","not overdose related",0,,,0,"30may2024",5,3,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"600999",5742,72,"Wake County","NC","North Carolina","15may2024","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"green",1,"powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,0,"30may2024",7,4,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"900071",5836,74,"Robeson County","NC","North Carolina","30apr2024","cotton","cotton","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"pink",1,"powder; chunky",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,0,"07jun2024",8,4,,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"900077",5837,74,"Robeson County","NC","North Carolina","30apr2024","cotton","cotton","taken","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","normal","normal",,,,,,,,,,,"","unknown",,,,0,"07jun2024",5,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"600137",5851,41,"Davidson County","NC","North Carolina","30apr2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; white",0,"crystals; powder",,,1,,1,"","nice; unusual taste","",,,,,1,,,,,,"","not overdose related",0,,,0,"07jun2024",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DAVIDSON COUNTY",37,57,37057
"600110",5852,41,"Guilford County","NC","North Carolina","31may2024","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"07jun2024",5,4,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"601507",5871,52,"Madison County","NC","North Carolina","15may2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; oil/wax",,,,,1,"","weaker","weaker",,,,,,,1,,,,"choking when smoked, headache, no burn","not overdose related",0,,,1,"07jun2024",2,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MADISON COUNTY",37,115,37115
"600841",5872,72,"Wake County","NC","North Carolina","01may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"purple; white",1,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"19jun2024",4,4,,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WAKE COUNTY",37,183,37183
"601673",5873,72,"Johnston County","NC","North Carolina","18may2024","spatula","spatula","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"brown; green",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"10jun2024",5,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | JOHNSTON COUNTY",37,101,37101
"601982",5874,72,"Wake County","NC","North Carolina","20may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"10jun2024",5,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601628",5875,72,"Wake County","NC","North Carolina","17may2024","cotton","cotton","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"light green; white",1,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"07jun2024",4,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | WAKE COUNTY",37,183,37183
"601889",5911,14,"Cabarrus County","NC","North Carolina","29may2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"pill; fake pill",,1,,,,"","long; stronger","stronger",,,,1,,1,,,,,"","involved in OD",1,,,0,"12jun2024",8,5,,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | CABARRUS COUNTY",37,25,37025
"601544",5912,14,"Cabarrus County","NC","North Carolina","03jun2024","spatula","spatula","taken","weed",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"19jun2024",5,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NC | CABARRUS COUNTY",37,25,37025
"601840",5913,14,"Cabarrus County","NC","North Carolina","03jun2024","pill","pill","taken","fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"fake pill",,1,,,,"","sedating","",,,,,,,,,,,"","involved in OD",1,,,0,"12jun2024",4,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"NC | CABARRUS COUNTY",37,25,37025
