sampleid,db_id,program_id,substance,pubchemcid,cas,abundance,method,date_complete,gcms_peak,primary,trace,confirmatory,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any
"300970",3762366,74,"menthol",1254,"1490-04-6","","GCMS","30jan2023",,1,0,0,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300970",3762367,74,"cocaine",446220,"50-36-2","trace","GCMS","30jan2023",,0,1,0,,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300970",3762368,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","30jan2023",,0,1,0,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300973",3763154,74,"despropionyl p-fluorofentanyl",21812144,"122861-41-0","","GCMS","22mar2023",8.9899998,1,0,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"300973",3763155,74,"4-ANPP",88890,"21409-26-7","","GCMS","22mar2023",8.9899998,1,0,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300973",3763156,74,"fentanyl",3345,"437-38-7","","GCMS","22mar2023",10.09,1,0,0,,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300973",3763157,74,"1,3-Diacetin",66924,"105-70-4","trace","GCMS","22mar2023",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300973",3763158,74,"p-fluorofentanyl",62300,"90736-23-5","trace","GCMS","22mar2023",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300973",3763159,74,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","22mar2023",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300973",3763160,74,"p-fluoro phenethyl 4-ANPP",165361568,"2840954-89-2","trace","GCMS","22mar2023",,0,1,0,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"300979",3763149,74,"xylazine",5707,"7361-61-7","","GCMS","22mar2023",7.25,1,0,0,,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300979",3763150,74,"fentanyl",3345,"437-38-7","","GCMS","22mar2023",10.15,1,0,0,,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300979",3763151,74,"menthol",1254,"1490-04-6","trace","GCMS","22mar2023",,0,1,0,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300979",3763152,74,"4-ANPP",88890,"21409-26-7","trace","GCMS","22mar2023",,0,1,0,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300983",3772173,74,"fentanyl",3345,"437-38-7","","GCMS","22nov2023",9.8900003,1,0,0,,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300983",3772174,74,"1-phenethyl-4-propionyloxypiperidine",91725431,"1462260-87-2","trace","GCMS","22nov2023",,0,1,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300994",3762370,74,"1,3-Diacetin",66924,"105-70-4","","GCMS","31jan2023",4.3800001,1,0,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300994",3762371,74,"4-ANPP",88890,"21409-26-7","","GCMS","31jan2023",9.4099998,1,0,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"300994",3762372,74,"fentanyl",3345,"437-38-7","","GCMS","31jan2023",10.73,1,0,0,,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300994",3762373,74,"cocaine",446220,"50-36-2","trace","GCMS","31jan2023",,0,1,0,,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300994",3762374,74,"p-fluorofentanyl",62300,"90736-23-5","trace","GCMS","31jan2023",,0,1,0,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400101",3761588,155,"ibuprofen",3672,"15687-27-1","","GCMS","07dec2022",5.73,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400101",3761589,155,"xylazine",5707,"7361-61-7","","GCMS","07dec2022",7.21,1,0,0,,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400101",3761590,155,"4-ANPP",88890,"21409-26-7","","GCMS","07dec2022",8.75,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400101",3761591,155,"fentanyl",3345,"437-38-7","","GCMS","07dec2022",9.7200003,1,0,0,,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400104",3762203,155,"4-ANPP",88890,"21409-26-7","","GCMS","27jan2023",9.2200003,1,0,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400104",3762204,155,"fentanyl",3345,"437-38-7","","GCMS","27jan2023",10.42,1,0,0,,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400104",3762205,155,"caffeine",2519,"58-08-2","trace","GCMS","27jan2023",,0,1,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400104",3762206,155,"diphenhydramine",3100,"58-73-1","trace","GCMS","27jan2023",,0,1,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400104",3762207,155,"ethyl 4-ANPP",156346345,"","trace","GCMS","27jan2023",,0,1,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400107",3766941,28,"diphenhydramine",3100,"58-73-1","","GCMS","06jul2023",6.9699998,1,0,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400107",3766942,28,"lidocaine",3676,"137-58-6","","GCMS","06jul2023",6.9899998,1,0,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400107",3766943,28,"4-ANPP",88890,"21409-26-7","","GCMS","06jul2023",9.0299997,1,0,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400107",3766944,28,"ethyl 4-ANPP",156346345,"","","GCMS","06jul2023",9.1800003,1,0,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400107",3766945,28,"fentanyl",3345,"437-38-7","","GCMS","06jul2023",10.15,1,0,0,,11,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400107",3766946,28,"methamphetamine",10836,"537-46-2","trace","GCMS","06jul2023",,0,1,0,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400107",3766947,28,"xylazine",5707,"7361-61-7","trace","GCMS","06jul2023",,0,1,0,,11,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400107",3766948,28,"caffeine",2519,"58-08-2","trace","GCMS","06jul2023",,0,1,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400107",3766949,28,"quinine",3034034,"72402-53-0","trace","GCMS","06jul2023",,0,1,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400107",3766950,28,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","06jul2023",,0,1,0,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400112",3761487,153,"fentanyl",3345,"437-38-7","","GCMS","29nov2022",9.7299995,1,0,0,,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400112",3761488,153,"N-phenylpropanamide",12107,"620-71-3","trace","GCMS","29nov2022",,0,1,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400112",3761489,153,"lidocaine",3676,"137-58-6","trace","GCMS","29nov2022",,0,1,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400112",3761490,153,"cocaine",446220,"50-36-2","trace","GCMS","29nov2022",,0,1,0,,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400112",3761491,153,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","29nov2022",,0,1,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400113",3762199,155,"4-ANPP",88890,"21409-26-7","","GCMS","27jan2023",,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400113",3762200,155,"fentanyl",3345,"437-38-7","","GCMS","27jan2023",,1,0,0,,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400113",3762201,155,"caffeine",2519,"58-08-2","trace","GCMS","27jan2023",,0,1,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400121",3762988,76,"xylazine",5707,"7361-61-7","","GCMS","07apr2023",7.8699999,1,0,0,,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400121",3762989,76,"N-butyl-aniline",14310,"1126-78-9","","GCMS","07apr2023",8,1,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400121",3762990,76,"4-ANPP",88890,"21409-26-7","","GCMS","07apr2023",9.6800003,1,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400121",3762991,76,"fentanyl",3345,"437-38-7","","GCMS","07apr2023",11.01,1,0,0,,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400121",3762992,76,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","07apr2023",15.02,1,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400123",3761574,153,"4-ANPP",88890,"21409-26-7","","GCMS","05dec2022",8.7399998,1,0,0,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400123",3761575,153,"despropionyl p-fluorofentanyl",21812144,"122861-41-0","","GCMS","05dec2022",8.7399998,1,0,0,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"400123",3761576,153,"fentanyl",3345,"437-38-7","","GCMS","05dec2022",9.71,1,0,0,,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400123",3761577,153,"methyl ecgonidine (MED)",119478,"43021-26-7","trace","GCMS","05dec2022",,0,1,0,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"400123",3761578,153,"xylazine",5707,"7361-61-7","trace","GCMS","05dec2022",,0,1,0,,7,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400123",3761579,153,"p-fluorofentanyl",62300,"90736-23-5","trace","GCMS","05dec2022",,0,1,0,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400128",3766933,28,"4-ANPP",88890,"21409-26-7","","GCMS","05jul2023",9.0299997,1,0,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400128",3766934,28,"fentanyl",3345,"437-38-7","","GCMS","05jul2023",10.16,1,0,0,,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400128",3766935,28,"N-phenylpropanamide",12107,"620-71-3","trace","GCMS","05jul2023",,0,1,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400128",3766936,28,"acetaminophen",1983,"103-90-2","trace","GCMS","05jul2023",,0,1,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400128",3766937,28,"ethyl 4-ANPP",156346345,"","trace","GCMS","05jul2023",,0,1,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400128",3766938,28,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","05jul2023",,0,1,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400131",3764393,28,"fentanyl",3345,"437-38-7","","GCMS","23apr2023",9.7700005,1,0,0,,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400131",3764394,28,"xylazine",5707,"7361-61-7","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400131",3764395,28,"1-propionyl-4-anilinopiperidine",21951513,"1462260-85-0","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400131",3764396,28,"cocaine",446220,"50-36-2","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400131",3764397,28,"N-propionyl norfentanyl",156588936,"1890117-32-4","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400131",3764398,28,"ethyl 4-ANPP",156346345,"","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400131",3764399,28,"heroin",5462328,"561-27-3","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400131",3764400,28,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","23apr2023",,0,1,0,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400135",3761479,153,"tramadol",33741,"123154-38-1","","GCMS","29nov2022",7.0999999,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400135",3761480,153,"4-ANPP",88890,"21409-26-7","","GCMS","29nov2022",8.75,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400135",3761481,153,"despropionyl p-fluorofentanyl",21812144,"122861-41-0","","GCMS","29nov2022",8.75,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"400135",3761482,153,"p-fluorofentanyl",62300,"90736-23-5","","GCMS","29nov2022",9.5500002,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400135",3761483,153,"fentanyl",3345,"437-38-7","","GCMS","29nov2022",9.7299995,1,0,0,,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400135",3761484,153,"N-phenylpropanamide",12107,"620-71-3","trace","GCMS","29nov2022",,0,1,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400135",3761485,153,"p-fluoro phenethyl 4-ANPP",165361568,"2840954-89-2","trace","GCMS","29nov2022",,0,1,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"400139",3786954,28,"xylazine",5707,"7361-61-7","","GCMS","24sep2024",7.6799998,1,0,0,,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400139",3786955,28,"4-ANPP",88890,"21409-26-7","","GCMS","24sep2024",9.3699999,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400139",3786956,28,"fentanyl",3345,"437-38-7","","GCMS","24sep2024",10.61,1,0,0,,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400139",3786957,28,"phenethyl 4-ANPP",165365057,"2712312-12-2","","GCMS","24sep2024",14.39,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400143",3764385,28,"fentanyl",3345,"437-38-7","","GCMS","23apr2023",9.7600002,1,0,0,,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400143",3764386,28,"phenethylbromide",7666,"","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400143",3764387,28,"xylazine",5707,"7361-61-7","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400143",3764388,28,"ethyl 4-ANPP",156346345,"","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400143",3764389,28,"p-fluorofentanyl",62300,"90736-23-5","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400143",3764390,28,"p-fluoro phenethyl 4-ANPP",165361568,"2840954-89-2","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"400143",3764391,28,"phenethyl 4-ANPP",165365057,"2712312-12-2","trace","GCMS","23apr2023",,0,1,0,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400146",3781433,28,"xylazine",5707,"7361-61-7","","GCMS","25jul2024",7.6999998,1,0,0,,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400146",3781434,28,"4-ANPP",88890,"21409-26-7","","GCMS","25jul2024",9.3900003,1,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400146",3781435,28,"fentanyl",3345,"437-38-7","","GCMS","25jul2024",10.67,1,0,0,,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400161",3761583,155,"4-ANPP",88890,"21409-26-7","","GCMS","08dec2022",8.75,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400161",3761584,155,"fentanyl",3345,"437-38-7","","GCMS","08dec2022",9.7200003,1,0,0,,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400161",3761585,155,"benzocaine",2337,"94-09-7","trace","GCMS","08dec2022",,0,1,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"400165",3761593,155,"4-ANPP",88890,"21409-26-7","trace","GCMS","03jan2023",,0,1,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"400179",3781574,28,"methamphetamine",10836,"537-46-2","","GCMS","26jul2024",5.02,1,0,0,,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
