sampleid,db_id,program,program_id,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,program_county,state_county,statefips,countyfips_3,countyfips
"300382",239,"sjf6c",27,"Suffolk County","Suffolk County","NY","New York","25jul2022","cotton","cotton","taken","heroin; fentanyl; Unknown",1,1,0,0,0,0,0,0,0,"white",0,"powder; pill",,1,1,,,"","weaker; weird","weaker",1,,,1,,,,1,,,"drowsy, fast heartbeat, not usual warmth","not overdose related",0,,,1,"29jul2022",8,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"Suffolk County","NY | SUFFOLK COUNTY",36,103,36103
"807076",10258,"",206,"Brooklyn","Kings County","NY","New York","23dec2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"clear",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"29jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | KINGS COUNTY",36,47,36047
"807077",9910,"",206,"Long Island","","NY","New York","17dec2024","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"08jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807078",9915,"",206,"Long Island","","NY","New York","18dec2024","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"08jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807079",10259,"",206,"New York City","","NY","New York","24dec2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"29jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807080",9912,"",206,"New York City","","NY","New York","04dec2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,1,"06jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807081",8123,"",206,"Bronx","Bronx County","NY","New York","25sep2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"crystals; powder",,,1,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"02oct2024",2,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","NY | BRONX COUNTY",36,5,36005
"807082",8125,"",206,"New York","","NY","New York","25sep2024","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,1,"07oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807083",8124,"",206,"New York","","NY","New York","25sep2024","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,1,"07oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807084",8525,"",206,"New York","","NY","New York","02oct2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"23oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807085",8523,"",206,"New York","","NY","New York","16oct2024","pill","pill","unused","MDMA; molly",0,0,0,0,0,0,0,0,1,"pink",1,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"22oct2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807086",10260,"",206,"New York City","","NY","New York","15jan2025","swab","swab","taken","cocaine; crack",0,0,0,1,0,0,1,0,0,"white",0,"rock; crystals",,,,,1,"","nice; stronger","stronger",,,,,1,,,,,,"","not overdose related",0,,,1,"29jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807087",11155,"",206,"Manhattan","New York County","NY","New York","","spatula","spatula","unused","crack",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"04mar2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | NEW YORK COUNTY",36,61,36061
"807088",11154,"",206,"Bronx","Bronx County","NY","New York","05feb2025","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","unusual taste","",,,,,,,1,,,,"burns to sniff","not overdose related",0,,,1,"05mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | BRONX COUNTY",36,5,36005
"807089",11153,"",206,"Brooklyn","Kings County","NY","New York","29jan2025","unknown","unknown","taken","heroin",1,0,0,0,0,0,0,0,0,"",0,"powder; flaky",1,,1,,,"","","",,,,,,,,,,,"","involved in OD",1,,,1,"10mar2025",10,4,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | KINGS COUNTY",36,47,36047
"807090",11152,"",206,"New York City","","NY","New York","15jan2025","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"",0,"powder; flaky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"10mar2025",7,4,,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | ",,,
"807091",9454,"",206,"Brooklyn","Kings County","NY","New York","27nov2024","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","sleepy; sedating","",,,,,,,,,,,"","not overdose related",0,,,1,"12dec2024",11,8,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"","NY | KINGS COUNTY",36,47,36047
"807092",10261,"",206,"New York City","","NY","New York","15jan2025","unknown","unknown","unused","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03feb2025",10,6,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | ",,,
"807093",9914,"",206,"New York City","","NY","New York","04dec2024","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"06jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807094",9913,"",206,"New York City","","NY","New York","27nov2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"crystals; chunky",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"06jan2025",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807095",9455,"",206,"New York City","","NY","New York","27nov2024","unknown","unknown","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,1,"11dec2024",6,1,,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"","NY | ",,,
"807096",8799,"",206,"New York City","","NY","New York","16oct2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"07nov2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807097",8522,"",206,"Bronx","Bronx County","NY","New York","16oct2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"22oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | BRONX COUNTY",36,5,36005
"807098",8800,"",206,"New York City","","NY","New York","23oct2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"07nov2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807099",8801,"",206,"New York City","","NY","New York","23oct2024","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"07nov2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807100",8121,"",206,"Bronx","Bronx County","NY","New York","20sep2024","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"07oct2024",5,5,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | BRONX COUNTY",36,5,36005
"807101",8526,"",206,"New York","","NY","New York","02oct2024","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807103",8524,"",206,"New York","","NY","New York","02oct2024","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"23oct2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807104",8122,"",206,"Bronx","Bronx County","NY","New York","25sep2024","unknown","unknown","unused","crack",0,0,0,1,0,0,1,0,0,"white",0,"crystals; chunky",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"02oct2024",2,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","NY | BRONX COUNTY",36,5,36005
"807105",8798,"",206,"New York City","","NY","New York","16oct2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"07nov2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | ",,,
"807251",10651,"",135,"Syracuse","Onondaga County","NY","New York","17dec2024","swab","swab","unused","dope",0,0,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",6,2,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | ONONDAGA COUNTY",36,67,36067
"807252",10650,"",135,"Enfield","Tompkins County","NY","New York","31dec2024","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"gray",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"19feb2025",8,3,,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807253",10648,"",135,"Tompkins","Delaware County","NY","New York","03jan2025","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"19feb2025",10,6,,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | DELAWARE COUNTY",36,25,36025
"807254",10638,"",135,"Tompkins","Delaware County","NY","New York","03jan2025","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"purple",1,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",10,4,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"","NY | DELAWARE COUNTY",36,25,36025
"807255",10649,"",135,"Tompkins","Delaware County","NY","New York","02jan2025","swab","swab","taken","dope; GHB",0,0,0,0,0,0,0,0,0,"pink",1,"liquid",,,,,,"","stronger","stronger",,,,1,,,,,,,"been given to sedate women","unknown",,,,1,"18feb2025",9,3,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | DELAWARE COUNTY",36,25,36025
"807256",10647,"",135,"Tompkins","Delaware County","NY","New York","03jan2025","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",6,6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | DELAWARE COUNTY",36,25,36025
"807257",10636,"",135,"Tompkins","Delaware County","NY","New York","03jan2025","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"brown",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",13,11,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"","NY | DELAWARE COUNTY",36,25,36025
"807258",10639,"",135,"Syracuse","Onondaga County","NY","New York","06jan2025","swab","swab","taken","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"13feb2025",8,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | ONONDAGA COUNTY",36,67,36067
"807259",10646,"",135,"Syracuse","Onondaga County","NY","New York","06jan2025","swab","swab","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","NY | ONONDAGA COUNTY",36,67,36067
"807260",10637,"",135,"Steuben","Steuben County","NY","New York","06jan2025","swab","swab","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13feb2025",6,3,,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","NY | STEUBEN COUNTY",36,101,36101
"807261",11473,"",135,"Tompkins County","Tompkins County","NY","New York","11feb2025","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder; chalky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"24mar2025",8,4,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807262",10635,"",135,"Ithaca","Tompkins County","NY","New York","28jan2025","spatula","spatula","unused","xylazine; dope",0,0,1,0,0,0,0,0,0,"tan",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"14feb2025",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807263",10633,"",135,"Tompkins","Delaware County","NY","New York","09jan2025","spatula","spatula","taken","weed",0,0,0,0,0,0,0,1,0,"dark brown",0,"oil/wax; edibles; liquid",,,,,,"","unusual taste","",,,,,,,,,,,"","not overdose related",0,,,1,"19feb2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | DELAWARE COUNTY",36,25,36025
"807264",10634,"",135,"Ithaca","Tompkins County","NY","New York","16jan2025","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"tan",0,"powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,,"","unknown",,,,1,"13feb2025",5,5,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807265",11472,"",135,"Tompkins County","Tompkins County","NY","New York","25feb2025","spatula","spatula","taken","heroin; xylazine",1,0,1,0,0,0,0,0,0,"off-white; pink",0,"powder; chunky",,,1,,,"","unpleasant","",1,,,,,,,,,,"","unknown",,,,1,"24mar2025",8,6,,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807266",12278,"",135,"Ithaca","Tompkins County","NY","New York","18mar2025","spatula","spatula","unused","nicotine",0,0,0,0,0,0,0,0,0,"brown",0,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"24apr2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807267",12279,"",135,"Ithaca","Tompkins County","NY","New York","20mar2025","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"10jul2025",11,8,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807268",12803,"",135,"Ithaca","Tompkins County","NY","New York","14apr2025","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"gray",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"13may2025",14,5,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807269",12280,"",135,"Ithaca","Tompkins County","NY","New York","07apr2025","swab","swab","taken","weed",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","sedating","",,,,,,,,,,,"","unknown",,,,1,"24apr2025",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807270",12277,"",135,"Tompkins County","Tompkins County","NY","New York","07apr2025","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"brown",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28apr2025",14,10,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807271",11471,"",135,"Tompkins County","Tompkins County","NY","New York","04mar2025","spatula","spatula","taken","unknown",0,0,0,0,0,0,0,0,0,"brown",0,"plant/leaf",,,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"26mar2025",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807272",11469,"",135,"Ithaca","Tompkins County","NY","New York","11mar2025","spatula","spatula","unused","heroin; methamphetamine",1,0,0,1,0,1,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"24mar2025",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807273",11470,"",135,"Ithaca","Tompkins County","NY","New York","11mar2025","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"purple",1,"paste; chunky",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"27mar2025",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807274",12282,"",135,"Ithaca","Tompkins County","NY","New York","14mar2025","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"black",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"24apr2025",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807275",12281,"",135,"Tompkins County","Tompkins County","NY","New York","18mar2025","unknown","unknown","taken","dope",0,0,0,0,0,0,0,0,0,"tan",0,"powder",,,1,,,"","","",,,,,,,,,,,"spacey","unknown",,,,1,"24apr2025",7,1,,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807276",9253,"",135,"Ithaca","Tompkins County","NY","New York","08nov2024","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"pink",1,"liquid",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03dec2024",9,4,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807277",9252,"",135,"Enfield","Tompkins County","NY","New York","08nov2024","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03dec2024",10,7,,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"807278",9251,"",135,"Rochester","Monroe County","NY","New York","07nov2024","spatula","spatula","taken","dope",0,0,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","sedating; unpleasant","",1,,,,,,,,,,"bad reaction","not overdose related",0,,,1,"02dec2024",6,3,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","NY | MONROE COUNTY",36,55,36055
"807279",9254,"",135,"Tompkins","Delaware County","NY","New York","12nov2024","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03dec2024",7,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","NY | DELAWARE COUNTY",36,25,36025
